0.0	0.0	0.0	1.0	NULL
0.0	3.0	2.5	1.0	td_na
2.5	0.0	0.5	1.0	NULL
3.0	2.0	2.5	1.0	td_diff
5.5	0.0	0.25	1.0	NULL
5.75	1.0	2.5	1.0	td_same
8.25	0.0	0.25	1.0	NULL
8.5	1.0	2.5	1.0	td_same
11.0	0.0	0.25	1.0	NULL
11.25	3.0	2.5	1.0	td_na
13.75	0.0	0.75	1.0	NULL
14.5	2.0	2.5	1.0	td_diff
17.0	0.0	0.75	1.0	NULL
17.75	1.0	2.5	1.0	td_same
20.25	0.0	0.5	1.0	NULL
20.75	2.0	2.5	1.0	td_diff
23.25	0.0	0.0	1.0	NULL
23.25	1.0	2.5	1.0	td_same
25.75	0.0	0.25	1.0	NULL
26.0	1.0	2.5	1.0	td_same
28.5	0.0	0.5	1.0	NULL
29.0	3.0	2.5	1.0	td_na
31.5	0.0	0.25	1.0	NULL
31.75	1.0	2.5	1.0	td_same
34.25	0.0	0.25	1.0	NULL
34.5	1.0	2.5	1.0	td_same
37.0	0.0	0.25	1.0	NULL
37.25	3.0	2.5	1.0	td_na
39.75	0.0	0.5	1.0	NULL
40.25	1.0	2.5	1.0	td_same
42.75	0.0	0.0	1.0	NULL
42.75	3.0	2.5	1.0	td_na
45.25	0.0	0.5	1.0	NULL
45.75	2.0	2.5	1.0	td_diff
48.25	0.0	0.25	1.0	NULL
48.5	2.0	2.5	1.0	td_diff
51.0	0.0	0.75	1.0	NULL
51.75	2.0	2.5	1.0	td_diff
54.25	0.0	0.25	1.0	NULL
54.5	3.0	2.5	1.0	td_na
57.0	0.0	0.25	1.0	NULL
57.25	2.0	2.5	1.0	td_diff
59.75	0.0	0.75	1.0	NULL
60.5	3.0	2.5	1.0	td_na
63.0	0.0	0.25	1.0	NULL
63.25	1.0	2.5	1.0	td_same
65.75	0.0	0.25	1.0	NULL
66.0	2.0	2.5	1.0	td_diff
68.5	0.0	0.25	1.0	NULL
68.75	2.0	2.5	1.0	td_diff
71.25	0.0	0.5	1.0	NULL
71.75	2.0	2.5	1.0	td_diff
74.25	0.0	0.75	1.0	NULL
75.0	2.0	2.5	1.0	td_diff
77.5	0.0	0.0	1.0	NULL
77.5	1.0	2.5	1.0	td_same
80.0	0.0	0.25	1.0	NULL
80.25	1.0	2.5	1.0	td_same
82.75	0.0	0.25	1.0	NULL
83.0	2.0	2.5	1.0	td_diff
85.5	0.0	0.5	1.0	NULL
86.0	1.0	2.5	1.0	td_same
88.5	0.0	0.5	1.0	NULL
89.0	3.0	2.5	1.0	td_na
91.5	0.0	0.5	1.0	NULL
92.0	2.0	2.5	1.0	td_diff
94.5	0.0	0.25	1.0	NULL
94.75	2.0	2.5	1.0	td_diff
97.25	0.0	0.25	1.0	NULL
97.5	3.0	2.5	1.0	td_na
100.0	0.0	1.0	1.0	NULL
101.0	1.0	2.5	1.0	td_same
103.5	0.0	1.25	1.0	NULL
104.75	1.0	2.5	1.0	td_same
107.25	0.0	0.25	1.0	NULL
107.5	2.0	2.5	1.0	td_diff
110.0	0.0	0.0	1.0	NULL
110.0	1.0	2.5	1.0	td_same
112.5	0.0	0.0	1.0	NULL
112.5	1.0	2.5	1.0	td_same
115.0	0.0	0.25	1.0	NULL
115.25	1.0	2.5	1.0	td_same
117.75	0.0	0.25	1.0	NULL
118.0	2.0	2.5	1.0	td_diff
130.5	0.0	0.25	1.0	NULL
130.75	2.0	2.5	1.0	td_diff
133.25	0.0	1.5	1.0	NULL
134.75	3.0	2.5	1.0	td_na
137.25	0.0	0.0	1.0	NULL
137.25	3.0	2.5	1.0	td_na
139.75	0.0	0.0	1.0	NULL
139.75	2.0	2.5	1.0	td_diff
142.25	0.0	0.0	1.0	NULL
142.25	2.0	2.5	1.0	td_diff
144.75	0.0	0.5	1.0	NULL
145.25	2.0	2.5	1.0	td_diff
147.75	0.0	1.0	1.0	NULL
148.75	3.0	2.5	1.0	td_na
151.25	0.0	0.25	1.0	NULL
151.5	2.0	2.5	1.0	td_diff
154.0	0.0	0.5	1.0	NULL
154.5	3.0	2.5	1.0	td_na
157.0	0.0	0.25	1.0	NULL
157.25	1.0	2.5	1.0	td_same
159.75	0.0	1.25	1.0	NULL
161.0	1.0	2.5	1.0	td_same
163.5	0.0	0.5	1.0	NULL
164.0	3.0	2.5	1.0	td_na
166.5	0.0	0.5	1.0	NULL
167.0	2.0	2.5	1.0	td_diff
169.5	0.0	1.75	1.0	NULL
171.25	2.0	2.5	1.0	td_diff
173.75	0.0	0.5	1.0	NULL
174.25	1.0	2.5	1.0	td_same
176.75	0.0	0.25	1.0	NULL
177.0	2.0	2.5	1.0	td_diff
179.5	0.0	0.25	1.0	NULL
179.75	2.0	2.5	1.0	td_diff
182.25	0.0	0.0	1.0	NULL
182.25	2.0	2.5	1.0	td_diff
184.75	0.0	0.75	1.0	NULL
185.5	3.0	2.5	1.0	td_na
188.0	0.0	0.5	1.0	NULL
188.5	1.0	2.5	1.0	td_same
191.0	0.0	0.5	1.0	NULL
191.5	1.0	2.5	1.0	td_same
194.0	0.0	1.25	1.0	NULL
195.25	2.0	2.5	1.0	td_diff
197.75	0.0	0.0	1.0	NULL
197.75	1.0	2.5	1.0	td_same
200.25	0.0	0.5	1.0	NULL
200.75	2.0	2.5	1.0	td_diff
203.25	0.0	0.25	1.0	NULL
203.5	1.0	2.5	1.0	td_same
206.0	0.0	0.75	1.0	NULL
206.75	3.0	2.5	1.0	td_na
209.25	0.0	0.25	1.0	NULL
209.5	2.0	2.5	1.0	td_diff
212.0	0.0	0.25	1.0	NULL
212.25	1.0	2.5	1.0	td_same
